@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P100.0-S1-weka.filters.supervised.instance.SMOTE-C0-K3-P93.0-S1-weka.filters.unsupervised.instance.Randomize-S42

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
50,self-employed,married,secondary,no,2061,yes,yes,cellular,29,jan,197,2,244,3,no
45,admin.,married,primary,no,542,no,no,cellular,11,may,8,5,350,3,no
36.655789,management,married,secondary,no,1776.822506,no,no,cellular,8.164208,jun,215.638603,1.810273,-0.762288,0.145236,yes
24,blue-collar,married,secondary,no,1222,yes,no,cellular,20,apr,369,1,-1,0,no
37.956252,technician,married,secondary,no,6857.295599,no,no,cellular,22.042641,may,229.822674,1.1352,102.319148,4,yes
31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,no
60.522653,technician,married,secondary,no,1002.125546,no,no,cellular,10.088301,mar,107.550142,1.899119,-1,0,yes
54.895551,management,married,tertiary,no,979.162345,no,no,cellular,27.026702,jun,340.600111,1,93.970237,2.985465,yes
36,management,single,tertiary,no,3875,yes,no,unknown,27,may,21,5,-1,0,no
29.991211,blue-collar,married,secondary,no,2907.89926,no,no,cellular,13.884197,jun,515.416372,2,-1,0,yes
44.835407,services,married,secondary,no,230.895753,no,no,cellular,8.618991,apr,571.432884,1,-1,0,yes
37.810126,unemployed,married,secondary,no,633.898995,yes,no,cellular,21.859827,may,1267.579139,2.384467,121.31978,1.618607,yes
45,blue-collar,married,secondary,no,784,yes,yes,unknown,3,jun,34,1,-1,0,no
38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168,1,212,2,no
55,technician,married,secondary,no,273,yes,no,cellular,29,jan,84,3,183,3,no
31,services,married,secondary,no,428,yes,no,unknown,21,may,272,1,-1,0,no
30,admin.,single,secondary,no,239,yes,no,cellular,7,may,115,3,-1,0,no
74.106859,retired,married,secondary,no,3804.570147,no,no,cellular,15.6634,apr,252.37683,1.057274,183.717254,1.16649,yes
34,admin.,married,secondary,no,2374,yes,no,cellular,9,nov,161,1,209,2,yes
25.820803,admin.,single,secondary,no,2493.721219,no,no,cellular,27.714302,jun,260.874424,5.462172,170.259419,2.559557,yes
33.743102,unemployed,single,primary,no,435.681105,no,no,cellular,6.683119,jul,738.694817,5.064399,-1,0,yes
43.024977,management,married,tertiary,no,1.879374,no,no,cellular,23.492559,oct,501.385553,1,-1,0,yes
35.668264,management,single,tertiary,no,5063.331212,no,no,cellular,18.831019,oct,250.157103,4.075566,33.143298,0.325313,yes
36,technician,single,secondary,no,1521,yes,no,unknown,16,jun,243,2,-1,0,no
46,entrepreneur,married,unknown,no,242,yes,no,unknown,9,may,332,2,-1,0,no
52.605785,unemployed,married,secondary,no,2136.170997,no,no,cellular,19.51942,may,422.313308,1.286454,152.511393,2.694862,yes
40.291573,admin.,married,secondary,no,33.706816,yes,no,cellular,9.119,jul,1460.348118,5.974835,-1,0,yes
58.709584,retired,married,tertiary,no,9464.123366,no,no,cellular,26.759219,jun,353.425921,2.889743,-1,0,yes
53,admin.,single,secondary,no,1178,yes,no,unknown,15,may,295,2,-1,0,no
56,entrepreneur,married,unknown,no,575,no,no,unknown,20,jun,18,2,-1,0,no
31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,no
38.145775,management,married,secondary,no,486.776992,no,no,cellular,12.796206,oct,207.615825,1.199763,-1,0,yes
55,blue-collar,married,secondary,no,989,yes,yes,unknown,23,may,246,4,-1,0,no
59.724141,management,single,secondary,no,5999.427978,no,no,cellular,7.715733,mar,408.309327,2.96017,-0.928172,0.567218,yes
36,management,married,tertiary,no,860,yes,no,unknown,20,may,294,15,-1,0,no
44,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,13,1,-1,0,no
38,management,married,tertiary,no,950,no,no,cellular,5,aug,210,2,-1,0,no
29,blue-collar,single,secondary,no,482,no,yes,cellular,10,jul,1097,3,-1,0,yes
32,management,married,tertiary,no,820,yes,no,cellular,17,jul,738,3,-1,0,no
41,technician,married,tertiary,no,13,no,no,unknown,5,jun,189,2,-1,0,no
28.067581,student,single,secondary,no,306.498797,no,no,cellular,26.514119,oct,168.696742,3.470143,-1,0,yes
45,unemployed,divorced,primary,no,757,no,no,cellular,20,apr,103,1,325,4,no
61.318578,management,married,tertiary,no,1317.475444,no,no,cellular,16.340934,jun,401.938256,4.112717,-1,0,yes
35.532235,unemployed,married,primary,no,1014.027939,yes,no,cellular,15.323615,aug,134.532678,1,439.762917,1,yes
37.007264,technician,married,secondary,no,6825.99063,no,no,cellular,16.866977,may,226.190448,1.165083,120.179025,4,yes
42.817857,services,married,secondary,no,132.081522,yes,no,cellular,16.379777,may,571.752584,1,42.647693,2.741082,yes
31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,no
57,retired,married,primary,no,1238,yes,no,cellular,15,jul,274,1,-1,0,no
42.478319,management,married,secondary,no,761.990849,yes,no,cellular,8.900275,may,735.127827,2.485555,321.029452,2.058103,yes
30,blue-collar,single,secondary,no,445,yes,no,cellular,16,apr,218,1,330,2,no
29,technician,single,tertiary,no,828,yes,no,cellular,16,apr,215,3,321,3,no
25,student,single,secondary,no,304,no,no,cellular,26,may,226,2,-1,0,yes
29,management,single,tertiary,no,15459,no,no,cellular,26,may,245,3,97,7,no
32.723625,management,single,secondary,no,5.788116,no,no,cellular,16.59842,apr,100.890873,2.526625,-1,0,yes
34,management,married,tertiary,no,697,no,no,cellular,5,aug,166,1,-1,0,no
42,admin.,single,secondary,no,243,yes,no,unknown,14,may,46,5,-1,0,no
59,retired,single,secondary,no,351,yes,no,unknown,27,may,1063,5,-1,0,yes
55.758617,retired,married,tertiary,no,8301.454997,no,no,telephone,6.992829,jun,249.646932,1,9.209509,0.890028,yes
40,services,divorced,secondary,no,1959,yes,no,unknown,30,may,177,1,-1,0,no
44.455372,blue-collar,married,secondary,no,2206.793531,no,no,cellular,8.89469,feb,244.51454,1.023609,86.866304,0.880601,yes
57,admin.,divorced,primary,no,179,yes,no,cellular,15,may,67,1,368,2,no
31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,yes
32,management,single,tertiary,no,1831,yes,no,cellular,20,apr,86,2,-1,0,no
38,technician,married,secondary,no,740,no,no,cellular,7,aug,259,3,-1,0,no
31.661745,services,single,tertiary,no,89.01,no,no,cellular,6.079501,apr,105.836309,2.054102,0.296802,2.697148,yes
29,services,single,secondary,no,209,yes,no,cellular,28,jul,487,7,-1,0,no
33,management,single,tertiary,no,1909,no,no,cellular,8,aug,191,2,-1,0,no
41.495181,management,married,tertiary,no,5277.035913,no,no,cellular,25.88823,oct,443.364056,3.757753,-1,0,yes
52.138426,retired,divorced,primary,no,222.583117,no,no,cellular,20.8753,oct,158.338824,1,-1,0,yes
29.275357,management,married,tertiary,no,1401.116435,no,no,cellular,26.09833,apr,302.924974,1.864185,125.585019,2.758482,yes
42,management,married,tertiary,no,484,yes,no,cellular,11,jul,144,2,-1,0,no
29,technician,single,tertiary,no,452,yes,no,cellular,11,may,59,1,-1,0,no
55,retired,married,secondary,no,466,no,no,unknown,17,jun,287,4,-1,0,no
41.91238,management,married,secondary,no,1010.412665,no,no,cellular,11.456224,oct,173.295383,1,78.24863,4.847543,yes
46.427814,management,single,secondary,no,6027.408061,no,no,cellular,16.772318,mar,355.565254,2.536866,36.209308,1.500947,yes
35,technician,single,tertiary,no,2658,yes,no,cellular,19,aug,768,2,141,3,yes
55,retired,married,secondary,no,168,no,no,cellular,19,aug,79,2,-1,0,no
35,management,married,tertiary,no,2793,no,no,cellular,20,nov,258,2,-1,0,no
40,blue-collar,married,primary,no,2805,yes,no,cellular,14,may,173,6,353,23,no
33,blue-collar,married,secondary,no,889,yes,no,unknown,18,sep,13,1,373,6,no
34.859358,management,married,tertiary,no,1465.173922,no,no,cellular,24.156426,apr,279.899859,1.529792,22.884081,1.037886,yes
49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,no
32,technician,single,secondary,no,-28,no,yes,unknown,4,jul,400,1,-1,0,no
27.538522,management,single,tertiary,no,785.731539,yes,no,cellular,6.879035,may,564.482244,2.944852,-1,0,yes
49.164632,unemployed,married,primary,no,1001.170215,yes,no,cellular,11.982694,aug,222.960963,1.153688,444.574203,1.185102,yes
53,entrepreneur,married,secondary,no,-118,yes,no,unknown,9,may,101,3,-1,0,no
42,blue-collar,divorced,secondary,no,1491,yes,no,cellular,6,may,203,2,334,2,no
40.744478,services,divorced,tertiary,no,205.259087,no,no,unknown,13.863932,may,1992.114849,2.663675,-1,0,yes
41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,127,2,-1,0,no
29,services,married,secondary,no,57,yes,no,telephone,21,jul,342,9,-1,0,no
36,admin.,married,secondary,no,725,yes,no,cellular,27,feb,123,3,99,8,no
35,technician,single,tertiary,no,470,yes,no,cellular,25,jul,743,13,-1,0,yes
47,admin.,single,secondary,no,1544,yes,no,cellular,6,apr,104,1,312,1,no
32,technician,married,tertiary,no,396,yes,no,cellular,13,may,205,3,-1,0,no
35.421786,services,married,secondary,no,480.963424,no,no,cellular,16.7293,apr,384.888933,1.57721,-1,0,yes
34,student,married,unknown,no,1387,no,no,cellular,30,apr,121,1,-1,0,no
59.07763,management,married,tertiary,no,9700.415122,no,no,cellular,26.708713,jun,315.60298,1.361597,-1,0,yes
34.752111,management,single,secondary,no,1582.201327,no,no,cellular,6.16532,oct,247.115844,1,79.605688,0.521628,yes
32,admin.,single,secondary,no,10218,yes,no,cellular,19,nov,149,2,-1,0,no
38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160,3,120,3,no
48,blue-collar,married,secondary,no,865,yes,no,cellular,13,may,78,2,-1,0,no
30,services,married,secondary,no,227,no,yes,unknown,3,jun,23,1,-1,0,no
29,management,married,tertiary,no,318,yes,no,cellular,18,may,1434,2,356,4,no
41.508462,management,married,secondary,no,3590.78278,no,no,cellular,22.102805,nov,409.480691,1.670313,163.770593,1.523255,yes
62.101264,management,single,tertiary,no,9853.516388,no,no,cellular,12.218586,sep,329.192433,1.100057,31.203605,0.93418,yes
45.734109,management,married,secondary,no,3631.739702,no,no,cellular,17.060382,nov,735.458383,2.715745,-1,0,yes
43,management,divorced,tertiary,no,36,no,no,cellular,26,may,118,1,102,2,no
58.450643,services,married,secondary,no,371.181961,no,no,cellular,29.044796,may,874.835021,5.104671,-1,0,yes
32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,yes
35.69549,technician,single,secondary,no,-151.338257,yes,no,cellular,13,may,1120.997719,1.929669,-1,0,yes
42.306664,blue-collar,married,secondary,no,490.507087,no,no,cellular,17.856735,jul,666.104303,3.428214,-1,0,yes
67,retired,married,primary,no,2301,no,no,cellular,16,apr,124,1,-1,0,no
45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146,2,-1,0,no
75,retired,married,secondary,no,3808.166005,no,no,cellular,15.785478,apr,243.46328,1,182.385907,1.066714,yes
36,self-employed,married,tertiary,no,307,yes,no,cellular,14,may,341,1,330,2,no
30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,no
33,blue-collar,single,secondary,no,1925,yes,no,cellular,2,mar,76,2,-1,0,no
42.511827,blue-collar,married,primary,no,4101.274178,no,no,cellular,6.990125,oct,526.308371,1.854842,4.60919,0.233488,yes
26,student,single,secondary,no,203,no,no,cellular,16,nov,104,1,196,1,no
51.424137,management,divorced,secondary,no,-327.725058,no,no,cellular,25.575214,may,761.848764,1.307361,-1,0,yes
34,management,single,tertiary,no,184,no,no,cellular,22,jul,203,4,-1,0,no
39,blue-collar,married,primary,no,111,no,no,cellular,18,nov,201,2,-1,0,no
55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,no
36.338349,blue-collar,married,primary,no,663.294019,no,no,cellular,17.230527,jul,955.01906,4.573237,-1,0,yes
45.733158,blue-collar,married,secondary,no,1912.754491,no,no,cellular,12.367545,oct,724.018105,2,-1,0,yes
32.788603,retired,married,tertiary,no,643.81416,yes,no,cellular,15.053481,may,359.057612,3.320106,-1,0,yes
48,blue-collar,single,tertiary,no,2330,yes,no,unknown,4,jun,15,1,-1,0,no
49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,no
40.517994,technician,married,secondary,no,522.902437,no,no,cellular,5.717102,oct,152.931444,1.981263,-1,0,yes
55.827632,retired,married,tertiary,no,691.461157,yes,no,cellular,22.092235,may,371.739562,2,-1,0,yes
59,technician,married,primary,no,4198,no,no,cellular,14,jan,309,1,91,10,yes
57.396145,retired,married,tertiary,no,8301.63969,no,no,telephone,8.315136,jun,259.154946,1,39.722346,0.902605,yes
34.803804,management,married,tertiary,no,5455.555436,no,no,cellular,24.113411,oct,462.350554,3.739625,-1,0,yes
29,unemployed,married,secondary,no,596,no,no,cellular,30,jan,510,2,-1,0,no
31.828558,management,married,tertiary,no,0,no,no,cellular,17.901404,oct,268.072579,2,163.927737,3.510427,yes
34,admin.,married,secondary,no,247,no,no,cellular,8,oct,401,2,-1,0,yes
62.446526,retired,married,tertiary,no,8330.931195,no,no,telephone,7.616682,jun,263.273486,1.209764,25.27092,0.676833,yes
36.641447,management,married,secondary,no,2340.65459,yes,no,cellular,14.506306,may,664.963339,4.326858,-1,0,yes
36.593783,admin.,married,secondary,no,77.66735,no,no,cellular,21.96758,oct,246.909116,1.920809,342.265108,2.090296,yes
28,blue-collar,married,secondary,no,1020,yes,no,unknown,28,may,251,1,-1,0,no
32.57284,services,single,secondary,no,135.095291,no,no,cellular,13.908781,may,167.3044,1.879434,-1,0,yes
42.190532,admin.,married,secondary,no,3634.888057,no,no,cellular,17.343861,nov,807.789638,2.435871,-1,0,yes
41,entrepreneur,married,tertiary,no,171,yes,no,cellular,19,nov,209,1,191,4,no
28,admin.,single,secondary,no,189,yes,no,cellular,31,jul,68,2,-1,0,no
28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,no
41.345436,management,married,secondary,no,1611.252858,no,no,cellular,7.616344,oct,260.870937,1,181.420248,5.890877,yes
62.508536,unemployed,married,secondary,no,840.182496,no,no,cellular,12.843578,feb,669.427548,1,254.688497,3.724285,yes
32,management,married,tertiary,no,273,yes,yes,cellular,18,jul,97,3,-1,0,no
38,entrepreneur,married,tertiary,no,228,yes,no,cellular,5,feb,105,1,-1,0,no
41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,211,5,-1,0,no
46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91,1,-1,0,no
29.641746,management,married,tertiary,no,1434.351636,no,no,cellular,24.622576,apr,303.581441,1.809998,140.867748,2.340624,yes
34,management,single,secondary,no,524,no,no,unknown,13,aug,9,1,-1,0,no
43,technician,single,secondary,no,34,no,no,telephone,30,jul,29,1,-1,0,no
46,management,divorced,tertiary,no,1297,no,no,cellular,11,aug,716,3,-1,0,yes
35,student,single,unknown,no,0,no,no,telephone,28,jan,122,3,-1,0,no
43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,no
35,admin.,married,tertiary,no,1145,yes,no,cellular,2,feb,82,2,-1,0,no
61.705003,self-employed,married,tertiary,no,4639.974698,no,no,cellular,12.68905,apr,183.125101,1,-1,0,yes
31,management,married,tertiary,no,1170,no,no,cellular,20,aug,200,4,-1,0,no
62,retired,divorced,tertiary,no,0,no,no,cellular,13,nov,227,2,-1,0,yes
45,technician,single,tertiary,no,2087,no,no,cellular,29,aug,29,14,-1,0,no
55.44305,retired,married,secondary,no,1010.626434,no,no,cellular,19.353495,oct,346.598813,1.06356,0.637338,0.326227,yes
64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,yes
39.126949,self-employed,divorced,tertiary,no,1339.185243,no,no,cellular,19.935099,aug,732.956579,2.180018,-1,0,yes
34,admin.,single,secondary,no,296,no,no,cellular,7,jul,147,4,-1,0,no
33,technician,single,secondary,no,647,yes,yes,cellular,4,feb,124,1,273,1,no
32,blue-collar,married,secondary,no,2366,yes,no,unknown,20,may,127,2,-1,0,no
33.432132,services,married,secondary,no,46.823502,no,no,cellular,23.004318,oct,249.850621,1.965443,330.405605,2.027364,yes
30.8092,management,single,tertiary,no,708.863569,yes,no,cellular,12.029704,may,587.187361,2.403958,-1,0,yes
33.780158,blue-collar,single,secondary,no,240.844575,no,no,cellular,8.002369,mar,407.265413,1.248378,-1,0,yes
34.351117,management,single,tertiary,no,621.606073,no,no,cellular,25.143377,jun,315.449043,1.849161,171.897678,2.996882,yes
45,blue-collar,married,primary,no,0,no,no,cellular,26,aug,454,2,-1,0,no
33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,yes
54.446683,unemployed,married,secondary,no,2931.80581,no,no,cellular,20.72222,aug,826.130882,9.149585,-1,0,yes
54,unknown,married,unknown,no,2508,no,no,unknown,20,jun,34,8,-1,0,no
40,self-employed,married,tertiary,no,642,no,no,cellular,18,nov,147,3,-1,0,no
34,management,married,tertiary,no,133,yes,no,unknown,8,may,65,1,-1,0,no
55,retired,married,primary,no,8894,no,no,unknown,11,jun,262,1,-1,0,no
58,retired,married,secondary,no,764,no,no,cellular,12,aug,219,4,-1,0,no
35,technician,divorced,secondary,no,473,yes,yes,unknown,26,may,434,4,-1,0,no
59.237507,management,married,tertiary,no,9678.263981,no,no,cellular,26.973466,jun,259.439718,1.773853,-1,0,yes
32,management,married,tertiary,no,71,yes,no,cellular,21,jul,221,8,-1,0,no
39.329828,management,single,tertiary,no,321.138938,no,no,cellular,27.695123,apr,645.464704,1.002327,79.138087,0.572778,yes
56.740562,management,married,secondary,no,1852.238626,no,no,cellular,16.274787,jun,274.177134,1,91,2.36255,yes
28,student,single,secondary,no,378,yes,no,cellular,17,apr,346,1,-1,0,no
48,admin.,divorced,unknown,no,-70,no,no,cellular,14,may,243,1,-1,0,no
32.562055,services,single,secondary,no,136.618927,no,no,cellular,15.022897,may,168.170174,1.124195,-1,0,yes
79,retired,married,primary,no,8556,no,no,telephone,18,jan,326,2,272,2,yes
33.832047,blue-collar,married,primary,no,661.541687,no,no,cellular,17.388735,jul,966.588372,2.439782,-1,0,yes
54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,no
53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,410,5,-1,0,no
31,blue-collar,married,unknown,no,-120,yes,no,cellular,3,feb,100,3,201,2,no
29.078329,unemployed,married,secondary,no,622.201985,no,no,cellular,24.070576,jun,1521.188402,3.597669,4.08977,0.742026,yes
53.874999,management,divorced,secondary,no,1645.564774,no,no,cellular,9.315907,may,319.79423,1,350.192189,8.902885,yes
72.411415,retired,married,secondary,no,3776.702305,no,no,cellular,15.228176,apr,231.285161,1.028975,182.247836,1.19084,yes
35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,apr,93,3,329,7,no
51,blue-collar,divorced,secondary,no,203,yes,no,cellular,8,may,134,1,170,5,no
40,services,married,secondary,no,4157,yes,no,unknown,15,may,735,1,-1,0,no
38.25995,unemployed,married,secondary,no,2922.929814,no,no,cellular,19.330595,aug,829.941977,4.145198,-1,0,yes
39.108415,blue-collar,married,secondary,no,2306.075666,yes,no,cellular,17.713141,may,772.075075,3.309932,-0.89964,0.001691,yes
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,no
29.561542,management,single,secondary,no,5.525452,no,no,cellular,14.881393,apr,100.945446,2.067729,-1,0,yes
79.696637,retired,married,tertiary,no,8361.796662,no,no,telephone,13.689099,jun,636.650936,1.250088,78.271254,10.429665,yes
45,unemployed,married,primary,no,180,yes,yes,unknown,27,may,62,2,-1,0,no
52,blue-collar,divorced,primary,no,1758,yes,no,unknown,15,may,41,1,-1,0,no
61.182607,retired,married,secondary,no,2916.988794,no,no,cellular,6.10822,oct,201.365809,1,-1,0,yes
32.775837,management,single,tertiary,no,5.526735,no,no,cellular,13.892615,apr,99.381648,2.534032,-1,0,yes
48.890828,management,married,tertiary,no,2237.744699,yes,no,telephone,17.797376,apr,947.911247,2.373483,-1,0,yes
34,admin.,single,primary,no,0,yes,yes,cellular,6,may,172,4,-1,0,no
48,retired,married,primary,yes,-285,no,yes,cellular,19,nov,157,1,-1,0,no
54.48129,management,divorced,secondary,no,1614.557509,no,no,cellular,3.762487,oct,302.330815,1,347.869827,8.814583,yes
31,blue-collar,married,secondary,no,191,yes,no,unknown,2,jun,40,1,-1,0,no
60,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421,6,-1,0,no
81,retired,married,secondary,no,1,no,no,cellular,19,aug,65,5,-1,0,no
42,entrepreneur,married,tertiary,no,157,yes,yes,unknown,7,may,650,1,-1,0,no
48.462309,management,married,primary,no,353.369402,yes,no,cellular,17.788591,may,666.763595,3.096153,327.764594,1.949412,yes
26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,no
34.358751,admin.,married,secondary,no,41.439951,no,no,cellular,21.460473,aug,352.573858,1.180532,-1,0,yes
34,housemaid,married,primary,no,2929,no,no,cellular,14,aug,518,2,-1,0,yes
59.621829,blue-collar,married,secondary,no,465.730285,no,no,cellular,17.794686,jul,660.843084,2.814687,-1,0,yes
40,unemployed,divorced,secondary,no,507,yes,no,cellular,2,feb,134,1,266,7,no
29,management,married,tertiary,no,20,yes,no,cellular,12,may,418,1,-1,0,no
20,student,single,secondary,no,502,no,no,cellular,30,apr,261,1,-1,0,yes
36.557841,technician,married,secondary,no,4614.708531,yes,no,cellular,20.93512,may,865.554077,2.794952,18.159146,0.607613,yes
50,admin.,married,primary,no,276,no,yes,unknown,17,jun,641,6,-1,0,no
41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,jul,391,1,-1,0,no
53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,no
43,management,married,tertiary,no,489,yes,no,cellular,8,may,130,1,172,2,no
44.476089,self-employed,divorced,tertiary,no,1301.924934,no,no,cellular,13.04921,aug,722.347301,2.303919,-1,0,yes
46,unemployed,divorced,primary,no,23,no,no,cellular,21,nov,344,1,-1,0,no
56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,yes
28.667597,services,single,secondary,no,157.262956,no,no,cellular,15.297977,jun,148.107915,1.315918,-1,0,yes
37.535716,technician,married,secondary,no,6890.555307,no,no,cellular,18.170556,may,223.84694,1.919584,138.661507,4,yes
68.915491,retired,married,tertiary,no,17685.317349,no,no,cellular,7.713948,sep,272.585402,1,-1,0,yes
26,blue-collar,single,secondary,no,-32,yes,yes,cellular,31,jul,14,6,-1,0,no
49,housemaid,married,primary,no,889,no,no,telephone,7,jul,388,1,-1,0,yes
30,admin.,single,tertiary,no,261,no,no,cellular,19,oct,233,1,137,20,no
44,management,married,tertiary,no,22,yes,no,cellular,6,aug,265,2,-1,0,no
32,technician,divorced,secondary,no,-399,yes,no,unknown,2,jun,180,1,-1,0,no
35,technician,married,secondary,no,1707,yes,no,unknown,2,jun,426,3,-1,0,no
31.198728,management,single,secondary,no,6.937789,no,no,cellular,22.640159,apr,116.144144,1.976181,-1,0,yes
39.1779,admin.,single,secondary,no,1058.357282,no,no,cellular,19.008321,may,857.123127,1,-1,0,yes
51.873451,services,married,secondary,no,479.930863,no,no,cellular,24.992547,apr,474.568649,1.821755,0.985629,0.322646,yes
48,entrepreneur,married,secondary,no,725,no,yes,cellular,10,jul,105,1,-1,0,no
41,technician,divorced,secondary,no,348,yes,no,cellular,7,may,225,2,275,2,no
39.048802,management,single,secondary,no,2128.105637,no,no,cellular,12.236475,may,502.185108,2.724444,-1,0,yes
55,retired,divorced,secondary,no,1580,no,yes,unknown,19,jun,1007,1,-1,0,yes
33.388742,blue-collar,single,secondary,no,238.956324,no,no,cellular,20.836438,mar,354.907264,2.846253,-1,0,yes
45,management,married,tertiary,no,6945,no,no,cellular,5,aug,131,5,356,3,no
33,blue-collar,married,secondary,no,43,yes,no,cellular,14,may,332,2,358,2,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,yes
52,services,divorced,secondary,no,238,yes,no,cellular,6,may,101,1,362,5,no
54.984084,blue-collar,married,secondary,no,2046.480643,no,no,cellular,16.781674,feb,166.944179,1.847619,7.087541,0.8571,yes
36,technician,married,tertiary,no,6,yes,no,cellular,27,jan,100,1,435,1,no
42,technician,married,secondary,no,439,no,no,cellular,20,aug,143,2,-1,0,no
37.726725,technician,single,secondary,no,20.981119,no,no,cellular,9.317654,may,1006.056654,1.708804,-1,0,yes
23.402661,management,married,secondary,no,492.857278,no,no,cellular,27.052367,apr,287.434519,1.723129,-1,0,yes
58,management,married,tertiary,no,16264,no,no,telephone,17,nov,215,3,-1,0,no
34.948192,retired,single,tertiary,no,704.818121,no,no,cellular,27.303919,may,163.434833,1.38328,92.50189,1.768581,yes
28.207188,services,single,secondary,no,140.416817,no,no,cellular,1.435706,jun,337.653997,2.157466,148.182805,3.053729,yes
36,blue-collar,married,primary,no,123,yes,no,cellular,18,may,9,1,-1,0,no
31.666821,management,single,tertiary,no,305.857326,no,no,cellular,28.075986,apr,638.328223,1.326101,81.470684,0.632828,yes
44.764978,technician,married,secondary,no,934.926025,no,no,cellular,11.268318,feb,683.504411,1.784937,129.095573,2.014679,yes
24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,yes
44,blue-collar,married,primary,no,10,yes,no,cellular,17,jul,196,1,-1,0,no
54,services,married,secondary,no,0,no,no,unknown,19,jun,220,1,-1,0,no
38.117528,management,married,secondary,no,486.342603,no,no,cellular,12.835916,oct,203.517591,1.225839,-1,0,yes
52,technician,divorced,secondary,no,204,no,no,cellular,7,aug,134,2,-1,0,no
37,management,divorced,secondary,no,1287,yes,no,cellular,14,may,432,1,-1,0,no
50.305816,management,married,secondary,no,3412.497572,no,no,cellular,15.839455,nov,636.329263,3.479712,4.575525,0.217137,yes
65,retired,divorced,primary,no,1840,no,no,cellular,1,jun,383,2,188,5,no
35.79319,management,married,secondary,no,662.656486,yes,no,cellular,12.255328,oct,389.934089,2,380.748903,1.805085,yes
34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,no
48,management,married,tertiary,no,1175,yes,no,telephone,18,nov,1476,3,-1,0,no
49.932931,management,married,secondary,no,3598.199256,no,no,cellular,21.892614,nov,366.069537,1.798997,165.638596,1.147888,yes
51,blue-collar,married,primary,no,40,yes,no,cellular,13,may,79,1,370,1,no
27,student,single,secondary,no,1566,no,no,cellular,30,jan,164,5,-1,0,no
57.319624,technician,single,secondary,no,988.053875,no,no,cellular,12.259501,may,677.347156,1,-1,0,yes
30,management,single,tertiary,no,-218,yes,no,cellular,27,aug,13,15,-1,0,no
19.012122,student,single,secondary,no,321.21466,no,no,cellular,19.538584,may,198.071637,1.0828,-1,0,yes
31,admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,-1,0,no
29,blue-collar,married,secondary,no,15,no,no,cellular,3,jun,136,1,-1,0,no
38,admin.,married,secondary,no,3732,yes,no,unknown,21,may,379,2,-1,0,no
